,Dynamic,60_40,EqualWeight
2017-10-26,-0.009022686122046375,-0.010849195214355234,-0.015946890842959527
2017-10-27,0.0,-0.003407129686474053,-0.007401972934358625
2017-10-30,-0.000428375609806686,-0.0018400585217063226,-0.005085601812953033
2017-10-31,0.0,-0.0007794542525204617,-0.004990544338137837
2017-11-01,0.0,0.0,-0.00340895857192014
2017-11-02,-0.0006179840653121049,0.0,-0.002562617261336997
2017-11-03,0.0,0.0,-0.0005834430148864422
2017-11-06,0.0,0.0,0.0
2017-11-07,-0.00041459075808758517,0.0,0.0
2017-11-08,0.0,0.0,0.0
2017-11-09,-0.0035836069265969828,-0.0033214536221364277,-0.0013558322343675266
2017-11-10,-0.004577926893348794,-0.009564049881400027,-0.006222048662546054
2017-11-13,-0.0034599447060307265,-0.008182833784261545,-0.005368931854438763
2017-11-14,-0.00592854557991318,-0.006895816719674097,-0.004627243865576336
2017-11-15,-0.01039831135924274,-0.005593990436029483,-0.004118394695634575
2017-11-16,-0.0009897437599660774,-0.004015522448408748,-0.0024704470669528744
2017-11-17,-0.002824632950857442,-0.0028321434260815126,-0.00025984916319055085
2017-11-20,-0.0036884078067507264,-0.0019697296049923096,-0.002613542346323383
2017-11-21,0.0,0.0,0.0
2017-11-22,0.0,0.0,0.0
2017-11-24,0.0,0.0,-2.882329672326822e-05
2017-11-27,-5.964796350621526e-06,-0.0008678472083909483,0.0
2017-11-28,0.0,0.0,0.0
2017-11-29,-0.008822681831121448,-0.004328349596211534,-0.006305423259787113
2017-11-30,-0.001991861384457949,-0.00045540089856477284,-0.005929466219637858
2017-12-01,-0.004436718920640459,0.0,-0.0034415535688531174
2017-12-04,-0.010507201734465288,-0.0005364863493816374,-0.006226883037032227
2017-12-05,-0.012525246974931292,-0.0007130610292448436,-0.0069675939343600835
2017-12-06,-0.010644597954831414,0.0,-0.005541242332928742
2017-12-07,-0.009049289028167151,-0.0012563131840476194,-0.008234793629641302
2017-12-08,-0.004668639690337817,0.0,-0.0067333592823325406
2017-12-11,-0.0002563035417944004,0.0,-0.006142454751679072
2017-12-12,0.0,0.0,-0.0060838442466319975
2017-12-13,0.0,0.0,-0.0022692836570008534
2017-12-14,-0.0023613113133468255,-0.0007640598297509182,-0.002821008562202798
2017-12-15,0.0,0.0,0.0
2017-12-18,0.0,0.0,0.0
2017-12-19,-0.0043302953543260525,-0.007532182296073886,-0.004519792606581308
2017-12-20,-0.004782540699850957,-0.012264978498993329,-0.006659557092001722
2017-12-21,-0.003663471211837077,-0.008749208565953293,-0.004996692332242758
2017-12-22,-0.0037724919196597817,-0.008363978955238216,-0.004133601802278508
2017-12-26,-0.006054911369455351,-0.007901728226018423,-0.0035611300487800035
2017-12-27,-0.005405132557122938,-0.002476546120796841,0.0
2017-12-28,-0.003438798214718597,-0.001593038511915168,0.0
2017-12-29,-0.0072694532551872415,-0.003225726830794917,-1.1051880038803752e-05
2018-01-02,0.0,-0.0032898396568447064,0.0
2018-01-03,0.0,0.0,0.0
2018-01-04,0.0,0.0,0.0
2018-01-05,0.0,0.0,0.0
2018-01-08,0.0,0.0,0.0
2018-01-09,0.0,-0.004028927739781696,-0.0034845160945459197
2018-01-10,-0.0015020658753410743,-0.0054261297967146405,-0.003917714970992914
2018-01-11,0.0,0.0,-0.0003008024612929372
2018-01-12,0.0,0.0,0.0
2018-01-16,-0.002663231764585716,-0.00038748475718730635,-1.775831977079978e-05
2018-01-17,0.0,0.0,0.0
2018-01-18,-0.0008978954457674604,-0.0047426723199888166,-0.002743607797230929
2018-01-19,0.0,-0.004129177914378945,-0.001978710709085507
2018-01-22,0.0,0.0,0.0
2018-01-23,0.0,0.0,0.0
2018-01-24,-0.0018943304887240053,-0.002405511699983487,-0.0003980587250622669
2018-01-25,-0.00253255744197034,0.0,0.0
2018-01-26,0.0,0.0,0.0
2018-01-29,-0.005747637627243729,-0.006784687388747823,-0.004501501353782356
2018-01-30,-0.01448863088034269,-0.01526628290448706,-0.009642936612129227
2018-01-31,-0.011773437301294876,-0.012655182886312288,-0.006755485643830217
2018-02-01,-0.020210411892036317,-0.019093708620557814,-0.01115314332077555
2018-02-02,-0.03830170872225591,-0.03570551273254041,-0.022405608384477693
2018-02-05,-0.0684157324488931,-0.05679576401339759,-0.03234999676310635
2018-02-06,-0.05093781099343275,-0.048105531727770545,-0.028513774921160806
2018-02-07,-0.061329321856568364,-0.05484821887167568,-0.0344032142184002
2018-02-08,-0.09345321118326788,-0.07694207726935665,-0.04726408865185383
2018-02-09,-0.08229125174186869,-0.07102509933371814,-0.04359787260341497
2018-02-12,-0.06894316311972715,-0.061264957910093676,-0.03712756926809224
2018-02-13,-0.06470621480039951,-0.05818958027001042,-0.03401330146677406
2018-02-14,-0.05323848666657338,-0.05481646664655282,-0.029151501373903654
2018-02-15,-0.039517100544355865,-0.046342670781704176,-0.023395859427057797
2018-02-16,-0.0412717776734427,-0.044113086205671115,-0.02330766635354553
2018-02-20,-0.042035959591828265,-0.04939356622226598,-0.02711749145428677
2018-02-21,-0.04678702273958524,-0.05693177494916679,-0.03159467135733418
2018-02-22,-0.046075425886013655,-0.05506989942085161,-0.029860502973142244
2018-02-23,-0.0296886793167096,-0.04276156616547022,-0.022148275589017108
2018-02-26,-0.019536626826326065,-0.03600080489944768,-0.017453538877129082
2018-02-27,-0.02980755999186413,-0.04382386246097114,-0.02413700527188878
2018-02-28,-0.03442424183778159,-0.047242027938635966,-0.025557183071477696
2018-03-01,-0.04582316216228144,-0.053022689456774685,-0.028945587329735956
2018-03-02,-0.04079730717286456,-0.05319307861534561,-0.027767444491210602
2018-03-05,-0.032634875781028305,-0.04769021721504585,-0.02503586685310566
2018-03-06,-0.029355343180159088,-0.045888930032879416,-0.02209894453953576
2018-03-07,-0.02826064362082137,-0.04651861617466668,-0.023008044113783654
2018-03-08,-0.023073555248289135,-0.04156571009012755,-0.02040751525582163
2018-03-09,-0.009347361836077761,-0.034172025449490606,-0.015799792196105167
2018-03-12,-0.0052386237081826215,-0.03267830284011608,-0.013728826464733612
2018-03-13,-0.014067794720768911,-0.034488438976057245,-0.01559167020593255
2018-03-14,-0.013539357388688944,-0.03408190098595587,-0.014829284322209313
2018-03-15,-0.014338912504403778,-0.034713782930310355,-0.016244367200827226
2018-03-16,-0.016655007048796966,-0.03546908506489388,-0.017807231572460447
2018-03-19,-0.03296830615014956,-0.04457850641502026,-0.023893516370231738
2018-03-20,-0.03141508017630179,-0.045143520820617455,-0.02484579437408574
2018-03-21,-0.03405449377488512,-0.045826835322551496,-0.022648899939821887
2018-03-22,-0.05198888265583601,-0.056556230409534614,-0.029135886472731243
2018-03-23,-0.07162055664298628,-0.06903480791102012,-0.034724920416968286
2018-03-26,-0.04636317081151853,-0.05538611677299099,-0.024803732673632783
2018-03-27,-0.06730475765786326,-0.06109204354171993,-0.0311796684137432
2018-03-28,-0.0742864485720156,-0.06176691577401594,-0.03535586769162924
2018-03-29,-0.06077364757678749,-0.0527988701454819,-0.02915480741742127
2018-04-02,-0.08134318202905422,-0.06445307608419082,-0.035012217437418114
2018-04-03,-0.07411057566399104,-0.060201850110011335,-0.03421997485095962
2018-04-04,-0.06354370219998073,-0.05497871186658665,-0.03032080000576698
2018-04-05,-0.060177399309744195,-0.053351020528179305,-0.030545873373876375
2018-04-06,-0.0771106851408494,-0.06203367350305966,-0.0349249474711576
2018-04-09,-0.07191931984429112,-0.05864778895818079,-0.03218476473989562
2018-04-10,-0.05680551270498713,-0.05042114243876861,-0.026391369029163614
2018-04-11,-0.060460856410892494,-0.05206929911420444,-0.026191266644850164
2018-04-12,-0.053343387709244516,-0.05019678669820449,-0.026692724222744824
2018-04-13,-0.05648342535391071,-0.050989713983260465,-0.026471904491202403
2018-04-16,-0.05050979929711663,-0.04620193187869426,-0.023727323852128723
2018-04-17,-0.03547706630342218,-0.03907248075128589,-0.017839072713958015
2018-04-18,-0.03549284088656002,-0.041732317394836516,-0.01934666110114336
2018-04-19,-0.04350896612716937,-0.04806633603920307,-0.023870574470030936
2018-04-20,-0.055907010742114904,-0.05568427819597843,-0.030872022795714216
2018-04-23,-0.05746944133009346,-0.05567376324742679,-0.032735732821934205
2018-04-24,-0.07321513078058384,-0.06508145970624601,-0.03848135046905288
2018-04-25,-0.0732851020592502,-0.06620984642722738,-0.04038270961043855
2018-04-26,-0.05830330921536364,-0.05793778140985306,-0.03438303920689467
2018-04-27,-0.0564361797066385,-0.05451224769339802,-0.03190688284279797
2018-04-30,-0.061748801487999994,-0.058224525313095965,-0.03507454669682275
2018-05-01,-0.055405054930735886,-0.058580328619761035,-0.03500434021677734
2018-05-02,-0.06026252274061583,-0.06280134143675653,-0.03720483373990602
2018-05-03,-0.05990476568144043,-0.062365846389969115,-0.03551901333367302
2018-05-04,-0.04632000021625926,-0.05456132866390784,-0.02989262491156508
2018-05-07,-0.04104027619974371,-0.0532496475101758,-0.028307437652440814
2018-05-08,-0.04181671861608627,-0.05360041099674562,-0.02884889253754097
2018-05-09,-0.034668695583363496,-0.05040937872661966,-0.027291912591447032
2018-05-10,-0.025321713034535565,-0.04206043790605096,-0.021370686022934238
2018-05-11,-0.024938526532923166,-0.039344017547797705,-0.0208353571838944
2018-05-14,-0.02477425714908177,-0.04110510358078767,-0.022364747245300354
2018-05-15,-0.03499829009115629,-0.049472233064833504,-0.03082524607294268
2018-05-16,-0.030945578498396964,-0.04854122875938438,-0.030292223617751413
2018-05-17,-0.03432391912057109,-0.05095112319611994,-0.03183546370961099
2018-05-18,-0.03641804827601958,-0.049123815240215474,-0.03092352121095865
2018-05-21,-0.03162685277693178,-0.04465571749138886,-0.028522662321306624
2018-05-22,-0.03318269171426469,-0.04683848718940875,-0.029590495303734476
2018-05-23,-0.02631416665452202,-0.0425092758790625,-0.025572098798769538
2018-05-24,-0.02538000412560959,-0.04064680127458675,-0.02276398833894
2018-05-25,-0.02412465837194888,-0.03963863272013124,-0.021702855468960114
2018-05-29,-0.025075341274870988,-0.037981500081812,-0.018585525000040293
2018-05-30,-0.01953324612151508,-0.0329197167158366,-0.01700811693352844
2018-05-31,-0.021329148325635927,-0.037122705451729576,-0.018907938484637343
2018-06-01,-0.010985531516695013,-0.033518821432336865,-0.01717274062698948
2018-06-04,-0.005841908065191581,-0.033575968467621786,-0.016990489964867073
2018-06-05,-0.003316347118392904,-0.032249226960356925,-0.014822138463468582
2018-06-06,0.0,-0.030564181403865187,-0.014464149846359797
2018-06-07,-0.003433133827812518,-0.026889473321366597,-0.013466966265486269
2018-06-08,-0.0033948611577954146,-0.026336722213989416,-0.013531872206656415
2018-06-11,-0.0017797512548533012,-0.026277606690261468,-0.013100946490013143
2018-06-12,0.0,-0.02542514601414625,-0.012708658035781029
2018-06-13,-0.0006716288693110473,-0.0274899110832445,-0.013105384400707298
2018-06-14,0.0,-0.022807340312354873,-0.00884455036816112
2018-06-15,-0.0024353367968850126,-0.023198485107949196,-0.012027031155706025
2018-06-18,-0.0033508739931480402,-0.024762236583702135,-0.012803567619600664
2018-06-19,-0.004805589516140407,-0.024745446206471122,-0.012874363315267257
2018-06-20,-0.001684150469296486,-0.02718133767545383,-0.014225965485231029
2018-06-21,-0.007378279485602546,-0.028812911135417396,-0.015585335274063472
2018-06-22,-0.008433356861196395,-0.02778386597928606,-0.015217086573065086
2018-06-25,-0.024752839437887086,-0.03490881617383623,-0.02117050272945087
2018-06-26,-0.021664442474616186,-0.033085441984351927,-0.020695049874951077
2018-06-27,-0.02997289632982436,-0.034283558976025086,-0.02297109513652129
2018-06-28,-0.02372969129751712,-0.030885373547715478,-0.021261753758121338
2018-06-29,-0.02239648548098716,-0.031384220535787044,-0.02072537019022691
2018-07-02,-0.017662065920900916,-0.030446303249113904,-0.021191270117921324
2018-07-03,-0.02612508092819843,-0.030432320093621845,-0.02067851771510587
2018-07-05,-0.01565217001446695,-0.02459470283730092,-0.016325554575578716
2018-07-06,-0.0029887506728198954,-0.018391960129439,-0.011957446372310221
2018-07-09,0.0,-0.015647347486970498,-0.010185024930948416
2018-07-10,0.0,-0.013558187169641078,-0.009938657330972767
2018-07-11,-0.005683760647132163,-0.016385475169213848,-0.012756698210486972
2018-07-12,0.0,-0.011091435211135758,-0.00787403093153416
2018-07-13,0.0,-0.009623782323785246,-0.007602965200763645
2018-07-16,-0.0019268333764653756,-0.011805208883997276,-0.0092346895035601
2018-07-17,0.0,-0.01015613311971264,-0.009788027845921254
2018-07-18,-0.000596002490264147,-0.010501739898306273,-0.010523278109763279
2018-07-19,-0.0049913312642748675,-0.010244450466444621,-0.011111848273482439
2018-07-20,-0.005728913531018787,-0.015810942918993875,-0.012887349682464522
2018-07-23,-0.003292543247813029,-0.019601485931425966,-0.015798956181228507
2018-07-24,0.0,-0.015303171615401068,-0.013548917975499286
2018-07-25,0.0,-0.01091500745586682,-0.009401096723954172
2018-07-26,-0.010722340564605193,-0.013078729584504512,-0.01410120289422001
2018-07-27,-0.021642379058972816,-0.01644379662878348,-0.016812362827663407
2018-07-30,-0.03243339589933003,-0.020886913916125405,-0.021030348052174075
2018-07-31,-0.02597201018884021,-0.015865536965844917,-0.017392188214050308
2018-08-01,-0.024172122790775186,-0.020073177922584673,-0.019961310010034983
2018-08-02,-0.013754014874024056,-0.01631682010770552,-0.01722241437233729
2018-08-03,-0.010315689987211885,-0.0118410902298286,-0.014198342128070807
2018-08-06,-0.005279076018297135,-0.009438892994702242,-0.013261566587729257
2018-08-07,-0.0017952311769546814,-0.009544223495358328,-0.013003799670622707
2018-08-08,-0.001154824105072505,-0.009393541248910675,-0.01208352579907368
2018-08-09,-0.002007796084113389,-0.006884224294008812,-0.010719618488193583
2018-08-10,-0.009306063706807755,-0.008015591285842949,-0.011102867152707141
2018-08-13,-0.011318880537508735,-0.011070868146675794,-0.014838617936726695
2018-08-14,-0.005119191858801941,-0.00818493275006038,-0.01313779731101683
2018-08-15,-0.0156657610576445,-0.01034018282662974,-0.017716628339884632
2018-08-16,-0.010800995354704135,-0.005587873296716839,-0.01609269057132623
2018-08-17,-0.00944408878865799,-0.0029975914959515793,-0.013640088918101978
2018-08-20,-0.009267131208593571,0.0,-0.010907965698026878
2018-08-21,-0.006104314834664892,0.0,-0.010255486795630708
2018-08-22,-0.0038011275592638727,0.0,-0.008354414088737827
2018-08-23,-0.005190551825174472,-0.00017412393990101638,-0.010158698976625136
2018-08-24,0.0,0.0,-0.00439376538452807
2018-08-27,0.0,0.0,-0.002165934517254442
2018-08-28,0.0,-0.0021186105494632734,-0.004602385033268597
2018-08-29,0.0,0.0,-0.0009009885684083674
2018-08-30,-0.0025590249159840317,-0.0015758338583723441,-0.001903651534813755
2018-08-31,-0.0017173408674963087,-0.0024783127859135945,-0.0021864601782783932
2018-09-04,-0.005109025956577584,-0.005823332703098205,-0.005421942506858901
2018-09-05,-0.014452427579526472,-0.008492547996246547,-0.007910474156010316
2018-09-06,-0.02124345114581161,-0.008831047740415432,-0.008567339194775037
2018-09-07,-0.024364853352422666,-0.013367490592418152,-0.012309402689932303
2018-09-10,-0.021639386252841897,-0.01088476750089018,-0.010863113954399095
2018-09-11,-0.015633568572876233,-0.011953611859487068,-0.01091100377878429
2018-09-12,-0.017439156522139787,-0.010878466843778689,-0.009397329726969716
2018-09-13,-0.008627205925573422,-0.006780230817434507,-0.007010417767445265
2018-09-14,-0.010456961818735011,-0.008583573479247875,-0.00971007483137487
2018-09-17,-0.021625345334415846,-0.011741270196835463,-0.012128584608632198
2018-09-18,-0.014536470668044421,-0.012688831574882653,-0.012561163084051197
2018-09-19,-0.014661210158453786,-0.014421876453519555,-0.013176709071296089
2018-09-20,-0.004836227603542298,-0.00782758020910801,-0.008642927397989664
2018-09-21,-0.008700550101102267,-0.008540865778736584,-0.010876066646539728
2018-09-24,-0.008065666661574489,-0.011537659156452218,-0.01159843674574268
2018-09-25,-0.007512141749523749,-0.012494618416443615,-0.011579242211384955
2018-09-26,-0.008096280097815933,-0.011503894652971969,-0.011116801833790046
2018-09-27,-0.001692970760478807,-0.009579941644506373,-0.010619724934773256
2018-09-28,-0.0017969475448629257,-0.010564402295942132,-0.009870968707732852
2018-10-01,0.0,-0.011421954792772193,-0.0109204788694518
2018-10-02,-0.001671543796011532,-0.009357558339376792,-0.008006562038785692
2018-10-03,-0.0007823287826551617,-0.01597571582118884,-0.012602544200792654
2018-10-04,-0.016116967537460836,-0.02339474174558609,-0.01862899157083031
2018-10-05,-0.025917454499716386,-0.0300554386562516,-0.022923553307877875
2018-10-08,-0.029795350915906682,-0.03136161502153745,-0.02625620502475623
2018-10-09,-0.02825152420680055,-0.028309447206331773,-0.023880315804172714
2018-10-10,-0.06760216481177728,-0.04812869376199347,-0.03635101542913244
2018-10-11,-0.08243351011781286,-0.0562472537644958,-0.035202334281506875
2018-10-12,-0.06163273402990088,-0.04975372861141303,-0.0300892979642976
2018-10-15,-0.07091039521168763,-0.053131579006625906,-0.03180732003650133
2018-10-16,-0.04655899666344365,-0.03998334951034066,-0.023676073973036393
2018-10-17,-0.046254737534014434,-0.042164163859725434,-0.02503558859332633
2018-10-18,-0.06565097000382125,-0.05065864158818478,-0.03069532978267797
2018-10-19,-0.06638964347764387,-0.05180151651609799,-0.031452541418988234
2018-10-22,-0.06474599806382075,-0.05486181197613771,-0.03198836245453762
2018-10-23,-0.06865765736046348,-0.0565594006688932,-0.03143487658129407
2018-10-24,-0.10704549208873437,-0.07113734250039794,-0.04125708600997913
2018-10-25,-0.08174856081589732,-0.06278442573193721,-0.03444545588495207
2018-10-26,-0.10300399715228359,-0.07050616767499307,-0.03920100314380903
2018-10-29,-0.11687290211274792,-0.07444616925091696,-0.04437305663573654
2018-10-30,-0.10294389714744168,-0.06812117548351104,-0.04134359224900819
2018-10-31,-0.08606166992726771,-0.06407950167315302,-0.03812032715762648
2018-11-01,-0.07489102267017766,-0.05778826591382291,-0.031900697406627376
2018-11-02,-0.08625437517800338,-0.06586186383182113,-0.038478913927187164
2018-11-05,-0.08596975307506693,-0.06131298357222059,-0.03759780538283264
2018-11-06,-0.07946796255458688,-0.05799433073047111,-0.03614602373429854
2018-11-07,-0.05416344768932668,-0.045518891064050604,-0.027639409369451973
2018-11-08,-0.0586989700878201,-0.04659284551860143,-0.029581297138086327
2018-11-09,-0.0723314904459944,-0.04937194363141095,-0.03383218216142114
2018-11-12,-0.09698238175071894,-0.05765598951132633,-0.04132900371272019
2018-11-13,-0.09708020686260099,-0.05894607836320831,-0.041389067082003184
2018-11-14,-0.1037425293598081,-0.06258872041176233,-0.04184637276134506
2018-11-15,-0.09038289151127077,-0.056913582767437965,-0.037120193300722804
2018-11-16,-0.09163474580935727,-0.05326692974691338,-0.034548900371829894
2018-11-19,-0.11655194992732598,-0.06190189805964008,-0.04171458615585388
2018-11-20,-0.13269602932676106,-0.07228535281901571,-0.047596316197842437
2018-11-21,-0.12739402406612077,-0.07052089985525234,-0.04568017739931729
2018-11-23,-0.1335577937300796,-0.07387043954172368,-0.04780240395198798
2018-11-26,-0.11583212800150344,-0.06580856842076255,-0.04227768988222613
2018-11-27,-0.11285580610903334,-0.0635032621164946,-0.04180154045533446
2018-11-28,-0.0875224431280115,-0.052540532314559685,-0.033248818802474656
2018-11-29,-0.090157636608314,-0.05229689114208513,-0.032541522674806145
2018-11-30,-0.08394736784349621,-0.04742547798412344,-0.02969725155407743
2018-12-03,-0.06941374219092644,-0.037211066637080625,-0.022189981494125433
2018-12-04,-0.10379834380411601,-0.04984482873069718,-0.029366872541171096
2018-12-06,-0.10017640000467976,-0.04951885438807546,-0.027373083248306118
2018-12-07,-0.12721615271361042,-0.06221939559891865,-0.03436680934037872
2018-12-10,-0.12072728720513493,-0.05960403335334952,-0.03218645757393779
2018-12-11,-0.11876781349281929,-0.05953925881784705,-0.032398828951793246
2018-12-12,-0.11219932772172292,-0.0583858090008178,-0.03101356910133335
2018-12-13,-0.11212990480857832,-0.059469402559045204,-0.03150885625582445
2018-12-14,-0.13214708524445207,-0.06868279796599652,-0.03823456729934538
2018-12-17,-0.15109417516351276,-0.07759094677194411,-0.04242631959868759
2018-12-18,-0.14796073001999177,-0.07599525185945188,-0.03978256531468494
2018-12-19,-0.1662288878167134,-0.07950988413007487,-0.04445669279992104
2018-12-20,-0.17893103530193233,-0.08991341455564483,-0.04775887839662829
2018-12-21,-0.20168273969314743,-0.10127835079509395,-0.05650843310381182
2018-12-24,-0.222193984261699,-0.11393578187265552,-0.061648233092596816
2018-12-26,-0.17815607576876846,-0.09154960384125255,-0.04751432895410823
2018-12-27,-0.17389295302580732,-0.08732052781764987,-0.04388640913494579
2018-12-28,-0.17454650355924228,-0.08496822038489371,-0.041103061281022146
2018-12-31,-0.16752153288012184,-0.07879236703423864,-0.03685387134995988
2019-01-02,-0.16504809811749832,-0.0762818376284774,-0.034736147931383354
2019-01-03,-0.1901321796610883,-0.08548698328227577,-0.0390926980711056
2019-01-04,-0.15874038197659768,-0.07166756483282666,-0.031914519234171435
2019-01-07,-0.14995635061371848,-0.06838929691845363,-0.029221713153634865
2019-01-08,-0.14219915209586909,-0.06414300511288196,-0.02761771981542649
2019-01-09,-0.1362740808469608,-0.0621113082724748,-0.024592539646211664
2019-01-10,-0.1336061627059747,-0.06255101205717017,-0.025623587572327078
2019-01-11,-0.13555326607959262,-0.06087365814046475,-0.024662419582403672
2019-01-14,-0.1423917199382999,-0.06572228215072551,-0.0274130449995017
2019-01-15,-0.12819145705787327,-0.06070162385285183,-0.023400799473623057
2019-01-16,-0.12755856058497406,-0.05896398554522364,-0.022487667554855872
2019-01-17,-0.1207977132511514,-0.05460254620448779,-0.020467173037447606
2019-01-18,-0.1110994591717045,-0.04908964295028795,-0.019678768179943962
2019-01-22,-0.1270216475431264,-0.05428245961160849,-0.02281996714343948
2019-01-23,-0.12564758508030072,-0.053253814136184574,-0.022681799956516868
2019-01-24,-0.12181658724954081,-0.05047353904619456,-0.02007962720467682
2019-01-25,-0.11244707029620937,-0.04749655145458387,-0.015671891060171306
2019-01-28,-0.12198735777409841,-0.05223620915535565,-0.018485741785842835
2019-01-29,-0.12780919348783748,-0.05107549323585059,-0.01796499789135908
2019-01-30,-0.10877359671937392,-0.04241498377865227,-0.009878213894447874
2019-01-31,-0.09743946185738372,-0.03411111018620894,-0.003596202293401074
2019-02-01,-0.0997695043350112,-0.03617267072482511,-0.006643635581362273
2019-02-04,-0.09033712943712979,-0.03384306265578352,-0.0052655427403927035
2019-02-05,-0.08379665789086632,-0.02965707176016741,-0.0016415705362219368
2019-02-06,-0.08599826999171822,-0.030232807076777224,-0.0031965182967961248
2019-02-07,-0.09709445565707087,-0.03325070928907703,-0.004875545041552409
2019-02-08,-0.09555847734106437,-0.030895458256581687,-0.002731377656941092
2019-02-11,-0.0959416327257887,-0.032096906835532346,-0.004582673276987359
2019-02-12,-0.08327364066289378,-0.025662495236477123,-0.0003439852236634122
2019-02-13,-0.08181558812131784,-0.025245125333967167,-0.0015143607000633885
2019-02-14,-0.08179632326791808,-0.02432847823736728,0.0
2019-02-15,-0.07580901557025155,-0.01737540202998744,0.0
2019-02-19,-0.07406282298927158,-0.015358333457638929,0.0
2019-02-20,-0.0735153529809136,-0.015297514394538192,-0.0005124869064173643
2019-02-21,-0.0768771939038797,-0.020938925075833836,-0.005660245859055002
2019-02-22,-0.07045645615397023,-0.014981616955559551,-0.0012237523945749507
2019-02-25,-0.06781612467531206,-0.015346397605166096,-0.001332786219836457
2019-02-26,-0.06742162181004352,-0.013824417033229897,0.0
2019-02-27,-0.06794589454275035,-0.01857297769845001,-0.0038911087968105385
2019-02-28,-0.06995177901222682,-0.021009785823971505,-0.006554131224599469
2019-03-01,-0.06375212884233328,-0.020990100974381476,-0.009414926525725842
2019-03-04,-0.06484097865420901,-0.020073073414004217,-0.008584290997927235
2019-03-05,-0.0648335842427622,-0.02005471497440281,-0.008008606953191943
2019-03-06,-0.0702792150987478,-0.02219053893507883,-0.008917710289659486
2019-03-07,-0.08047488749085763,-0.024590759396840967,-0.010721430712689717
2019-03-08,-0.08202590646347163,-0.024122074947178995,-0.008518085265010966
2019-03-11,-0.06511847698817674,-0.016850184273415558,-0.004202497832527574
2019-03-12,-0.060557274417254225,-0.011881335951150818,0.0
2019-03-13,-0.053817262570387436,-0.008715591500348285,0.0
2019-03-14,-0.055072919030195844,-0.011970801114295382,-0.00373209206841818
2019-03-15,-0.04776892135583233,-0.006443728375914004,0.0
2019-03-18,-0.045090486864911794,-0.004514392430129854,0.0
2019-03-19,-0.04292407821795052,-0.0052509565230548505,0.0
2019-03-20,-0.04147153477621468,-0.002909535833059862,0.0
2019-03-21,-0.028040069703390014,0.0,0.0
2019-03-22,-0.04868113046484979,-0.005493887013306442,-0.002475991883474693
2019-03-25,-0.050109971650613705,-0.005306092351863634,-0.0007831681688599268
2019-03-26,-0.04477229691571716,-0.0011602186952991422,0.0
2019-03-27,-0.05052564316882446,-0.0006425449372763348,-0.000671835058260406
2019-03-28,-0.047847726721336636,0.0,-0.0014565957508443361
2019-03-29,-0.041085280354903775,0.0,0.0
2019-04-01,-0.03517554439725168,0.0,-0.0002037680117936702
2019-04-02,-0.03266778948811888,0.0,0.0
2019-04-03,-0.031042494694621503,-0.0025387082577107423,-0.0010796823169805236
2019-04-04,-0.029364282953494913,0.0,0.0
2019-04-05,-0.026644454310038146,0.0,0.0
2019-04-08,-0.024147978817654514,-0.0009641565427477294,0.0
2019-04-09,-0.02506754401517164,-0.0027850312715752557,0.0
2019-04-10,-0.021311113798594072,0.0,0.0
2019-04-11,-0.026616166815172315,-0.002523028106538594,-0.004046749858631182
2019-04-12,-0.02344621179190709,-0.0013391517205834091,-0.004430943190986691
2019-04-15,-0.02428872347220079,-0.0007235683267706738,-0.004167442305983204
2019-04-16,-0.026255344190703078,-0.0028412576329072126,-0.006612640973408079
2019-04-17,-0.026777368311260097,-0.004143736494268135,-0.006599921738494219
2019-04-18,-0.02548354208226211,-0.0008887106870890671,-0.0046409116088513835
2019-04-22,-0.024391644884669827,-0.0022956517044978586,-0.005044349556080796
2019-04-23,-0.01848993246668329,0.0,-0.0010784945777515542
2019-04-24,-0.01912367854976449,0.0,0.0
2019-04-25,-0.017890032407214873,-0.0009529342028166132,0.0
2019-04-26,-0.013700821217616177,0.0,0.0
2019-04-29,-0.014188822213298091,-0.0016203193395808446,-0.0016316731943095686
2019-04-30,-0.015151397286715773,0.0,-0.0010332737213237797
2019-05-01,-0.021507661930721178,-0.002880143733749896,-0.003465885739023289
2019-05-02,-0.02477308368216813,-0.006076968028180474,-0.006527415020493588
2019-05-03,-0.015989614174092726,0.0,-0.0005689139209332783
2019-05-06,-0.017866517583192243,-0.001376208229634468,-0.0010756168827029677
2019-05-07,-0.02555112880015764,-0.008418015225180264,-0.004688299266391471
2019-05-08,-0.02760343403688026,-0.010963065891561818,-0.006800457314021124
2019-05-09,-0.028465699076958173,-0.011142622415381664,-0.006586216443545401
2019-05-10,-0.025677325787430982,-0.00870842148258455,-0.005531994453100819
2019-05-13,-0.03578827459981737,-0.020743189853867583,-0.011600444840325963
2019-05-14,-0.03166236352022589,-0.01660823339982931,-0.009241582590196362
2019-05-15,-0.027533284107500666,-0.010753621925585488,-0.004400673099115626
2019-05-16,-0.025984970994253787,-0.006601659467595389,-0.0033875084375880604
2019-05-17,-0.03324098427356381,-0.00958335444893288,-0.0068640738910443755
2019-05-20,-0.038445715681948545,-0.014343805785446362,-0.011493886142519116
2019-05-21,-0.03470688458735671,-0.009663759398435223,-0.009212179346932747
2019-05-22,-0.03696613398417481,-0.009226015886230843,-0.009103355414197822
2019-05-23,-0.04024011854939458,-0.012101496020736735,-0.009263888188013158
2019-05-24,-0.03907895373351389,-0.010418278109583845,-0.008758846574214996
