,Return
2018-05-04,0.014450414138125428
2018-05-07,0.0055361588978618355
2018-05-08,-0.0008096715608301065
2018-05-09,0.007459974695445393
2018-05-10,0.009682668018806578
2018-05-11,0.00039314151832136874
2018-05-14,0.00016847079728955474
2018-05-15,-0.010483760316033427
2018-05-16,0.004199693690845743
2018-05-17,-0.0034862238355399893
2018-05-18,-0.0021685627271012626
2018-05-21,0.00497227608976653
2018-05-22,-0.00160665229286299
2018-05-23,0.007104263650307861
2018-05-24,0.0009594085658027112
2018-05-25,0.0012880361155883531
2018-05-29,-0.0009741847778794904
2018-05-30,0.005684639427012848
2018-05-31,-0.0018316808775173526
2018-06-01,0.010569045549118361
2018-06-04,0.005200756526233125
2018-06-05,0.0025404017402134793
2018-06-06,0.0037043697881021733
2018-06-07,-0.003433133827812454
2018-06-08,3.840451786657099e-05
2018-06-11,0.00162061165449982
2018-06-12,0.0035495035546316443
2018-06-13,-0.0006716288693111961
2018-06-14,0.008301910223938487
2018-06-15,-0.0024353367968850473
2018-06-18,-0.0009177722808696957
2018-06-19,-0.0014596064803877435
2018-06-20,0.0031365118352364133
2018-06-21,-0.00570373496422271
2018-06-22,-0.0010629198956548153
2018-06-25,-0.01645828113482252
2018-06-26,0.003166783855582461
2018-06-27,-0.008492437785072065
2018-06-28,0.006436114010305074
2018-06-29,0.0013656113523537643
2018-07-02,0.004842883121605578
2018-07-03,-0.008615176828360445
2018-07-05,0.010753856279319103
2018-07-06,0.01286478108234678
2018-07-09,0.008675348629861124
2018-07-10,0.0016680860187078001
2018-07-11,-0.005683760647131999
2018-07-12,0.014078839969161018
2018-07-13,0.000844756404218332
2018-07-16,-0.001926833376465457
2018-07-17,0.0052297392641532554
2018-07-18,-0.0005960024902641014
2018-07-19,-0.004397949963140835
2018-07-20,-0.0007412822520240581
2018-07-23,0.0024504084613967228
2018-07-24,0.004398709952983153
2018-07-25,0.011796929822575653
2018-07-26,-0.010722340564605248
2018-07-27,-0.011038395934868082
2018-07-30,-0.011029726359138464
2018-07-31,0.006677975121408086
2018-08-01,0.0018478805710851543
2018-08-02,0.010676173698322763
2018-08-03,0.003486275167318367
2018-08-06,0.005089111667183589
2018-08-07,0.0035023339283919747
2018-08-08,0.0006415588182745355
2018-08-09,-0.0008539581504978165
2018-08-10,-0.007312950536144033
2018-08-13,-0.002031724185405056
2018-08-14,0.006270665593449694
2018-08-15,-0.010600836916884066
2018-08-16,0.004942188852607123
2018-08-17,0.001371722534772346
2018-08-20,0.00017864471662993095
2018-08-21,0.0031924007707415957
2018-08-22,0.002317333005644308
2018-08-23,-0.0013947257965735277
2018-08-24,0.008105519499214885
2018-08-27,0.00931875570522499
2018-08-28,0.0011078306698308082
2018-08-29,0.009326269174936352
2018-08-30,-0.0025590249159841752
2018-08-31,0.0008438434649397414
2018-09-04,-0.003397519788662388
2018-09-05,-0.009391382439600929
2018-09-06,-0.006890609602544763
2018-09-07,-0.00318915077530303
2018-09-10,0.0027935310745477396
2018-09-11,0.0061386543934582325
2018-09-12,-0.0018342640419439877
2018-09-13,0.008968351074703609
2018-09-14,-0.0018456789454967897
2018-09-17,-0.01128640502206746
2018-09-18,0.0072455624566384194
2018-09-19,-0.00012657950973991983
2018-09-20,0.00997117200317608
2018-09-21,-0.0038831020629440257
2018-09-24,0.0006404557569284858
2018-09-25,0.0005580257618343637
2018-09-26,-0.0005885596921274632
2018-09-27,0.006455575484653482
2018-09-28,-0.0001041531125583953
2018-10-01,0.002541363196398983
2018-10-02,-0.0016715437960116316
2018-10-03,0.0008907038638743396
2018-10-04,-0.015346644876810131
2018-10-05,-0.009961028535806838
2018-10-08,-0.00398107576622128
2018-10-09,0.001591238209962676
2018-10-10,-0.0404946769511075
2018-10-11,-0.015906670678875495
2018-10-12,0.022669502774215998
2018-10-15,-0.00988702560100013
2018-10-16,0.0262099569543588
2018-10-17,0.00031911689172647715
2018-10-18,-0.020336910947957188
2018-10-19,-0.0007905755238227319
2018-10-22,0.0017605261149260059
2018-10-23,-0.004182456625199904
2018-10-24,-0.04121774880273898
2018-10-25,0.02832947372874547
2018-10-26,-0.023147729945593578
2018-10-29,-0.015461501407402416
2018-10-30,0.01577236730548678
2018-10-31,0.018819589060806625
2018-11-01,0.012222539409416101
2018-11-02,-0.01228325828230981
2018-11-05,0.0003114894290102025
2018-11-06,0.007113320967609035
2018-11-07,0.027489010524265257
2018-11-08,-0.004795249652187017
2018-11-09,-0.014482636186477198
2018-11-12,-0.02657295256963696
2018-11-13,-0.0001083313436030307
2018-11-14,-0.007378642652253157
2018-11-15,0.014906026768172704
2018-11-16,-0.0013762431317571027
2018-11-19,-0.027430820369907453
2018-11-20,-0.018273943100680354
2018-11-21,0.006113203029065592
2018-11-23,-0.007063634485613477
2018-11-26,0.02045798969660777
2018-11-27,0.003366240718228045
2018-11-28,0.02855608271515701
2018-11-29,-0.002887954295923768
2018-11-30,0.0068256535579056185
2018-12-03,0.015865491940518655
2018-12-04,-0.036949397570240274
2018-12-06,0.004041438413325791
2018-12-07,-0.03005005948840559
2018-12-10,0.007434676442111286
2018-12-11,0.002228516458889413
2018-12-12,0.007453751544336105
2018-12-13,7.819650886994966e-05
2018-12-14,-0.022545167974779224
2018-12-17,-0.02183214413054938
2018-12-18,0.0036911575487474134
2018-12-19,-0.021440511535519107
2018-12-20,-0.015234573733260672
2018-12-21,-0.027709857964953667
2018-12-24,-0.025693099208036325
2018-12-26,0.05661811248802127
2018-12-27,0.005187265631912992
2018-12-28,-0.0007911208793446476
2018-12-31,0.008510437849510959
2019-01-02,0.0029711696582144613
2019-01-03,-0.030042546746746657
