,Dynamic,60_40,EqualWeight
2015,-0.023848590361095545,-0.02875450943794433,-0.022927552740128254
2016,0.04800339105158491,0.07222714095346316,0.04780339077459117
2017,0.23267002767711165,0.1640589782433628,0.12569330772077625
2018,-0.039917510695336555,-0.03863792221989626,-0.011970891764735314
2019,0.33174113541408645,0.23795188128694367,0.1813373621969716
2020,0.21370131850583496,0.16377610468658754,0.18857844990070638
2021,0.10820144249360952,0.1373349551188161,0.0600343446257523
2022,-0.2736198779382548,-0.24804968353682644,-0.18494439780060534
2023,0.16585611807288414,0.15482687234635084,0.1564314313193258
2024,0.280849773183971,0.0996785156498079,0.10833384189931006
2025,0.193886741631339,0.11206184972746369,0.17942456553931563
