,Portfolio Value
2016-02-04,942454.9860283025
2016-02-05,927958.6096624087
2016-02-08,923056.0771296596
2016-02-09,922005.4042896235
2016-02-10,923905.077316174
2016-02-11,922853.5329310097
2016-02-12,928627.4900323792
2016-02-16,937506.2504284848
2016-02-17,946809.8781818443
2016-02-18,943683.592406837
2016-02-19,944410.0452621164
2016-02-22,951751.5058547858
2016-02-23,944750.200608874
2016-02-24,948656.098223617
2016-02-25,954478.6302508214
2016-02-26,952210.0267251707
2016-02-29,948535.4987483744
2016-03-01,960278.8388225255
2016-03-02,960651.1611644818
2016-03-03,960935.3224026316
2016-03-04,960599.4376543013
2016-03-07,958010.6580668896
2016-03-08,955089.1184283204
2016-03-09,956991.9346996056
2016-03-10,955779.7549745162
2016-03-11,963012.034656884
2016-03-14,963563.324558696
2016-03-15,963254.0553128803
2016-03-16,968759.8379407868
2016-03-17,969708.3070637119
2016-03-18,971260.1076068511
2016-03-21,972128.2131677622
2016-03-22,972471.8714571769
2016-03-23,969868.6750123005
2016-03-24,969554.8616647697
2016-03-28,969550.7442231501
2016-03-29,978306.8727543093
2016-03-30,980328.3376675404
2016-03-31,980411.1266579903
2016-04-01,983547.673625839
2016-04-04,980730.3475124114
2016-04-05,979410.2829171079
2016-04-06,984877.5956872039
2016-04-07,982132.9463883997
2016-04-08,981623.265517116
2016-04-11,982627.7545431294
2016-04-12,985992.9621995405
2016-04-13,989873.2839898216
2016-04-14,986552.8928963109
2016-04-15,987621.879889683
2016-04-18,989960.1098191702
2016-04-19,991011.8314066759
2016-04-20,989199.2972431071
2016-04-21,988791.0498932144
2016-04-22,980681.7132653964
2016-04-25,980732.9564289016
2016-04-26,979569.6489446644
2016-04-27,978953.9278286302
2016-04-28,977962.7613255391
2016-04-29,979118.0692950588
2016-05-02,981545.4290908618
2016-05-03,978003.8729924606
2016-05-04,973811.0766081896
2016-05-05,973979.4320780381
2016-05-06,978232.1002460517
2016-05-09,973738.9265286919
2016-05-10,980550.4001468677
2016-05-11,979338.9342815969
2016-05-12,975110.3603439044
2016-05-13,974817.9550620333
2016-05-16,979551.9636200329
2016-05-17,974876.1600653202
2016-05-18,969231.1982242771
2016-05-19,966786.5665305234
2016-05-20,970876.8788725068
2016-05-23,969602.5984668179
2016-05-24,972335.1591042589
2016-05-25,974685.6160031152
2016-05-26,975367.0065408828
2016-05-27,974836.1065077279
2016-05-31,976507.4212644452
2016-06-01,976286.2474115076
2016-06-02,977044.1994762518
2016-06-03,987811.9988625338
2016-06-06,988945.6829086563
2016-06-07,988590.3582572805
2016-06-08,995311.7830905801
2016-06-09,997187.4517496818
2016-06-10,995392.5369442649
2016-06-13,995504.7810476335
2016-06-14,995551.9248680278
2016-06-15,998168.472547557
2016-06-16,995536.1815726211
2016-06-17,996260.9360034289
2016-06-20,995435.1503676191
2016-06-21,988697.5156110262
2016-06-22,988520.23641335
2016-06-23,990205.1826527652
2016-06-24,996114.1425352542
2016-06-27,992694.5464928364
2016-06-28,996348.3137886195
2016-06-29,1003683.319016574
2016-06-30,1010903.9213076965
2016-07-01,1014983.2164960739
2016-07-05,1014456.4974686787
2016-07-06,1018735.8824107691
2016-07-07,1018813.821628694
2016-07-08,1027597.2351276706
2016-07-11,1027306.3735826517
2016-07-12,1026512.61532957
2016-07-13,1027423.6087675845
2016-07-14,1028423.0853161411
2016-07-15,1025919.4084949581
2016-07-18,1028728.9000730132
2016-07-19,1028367.4659281521
2016-07-20,1030943.2107077545
2016-07-21,1031819.8058179707
2016-07-22,1032944.3330142185
2016-07-25,1031552.0272634177
2016-07-26,1032648.9643020105
2016-07-27,1037966.8245013749
2016-07-28,1039272.8190973155
2016-07-29,1042716.5658037112
2016-08-01,1043122.776156715
2016-08-02,1038492.2170157311
2016-08-03,1040308.1806545123
2016-08-04,1042503.7000333536
2016-08-05,1044600.3404880019
2016-08-08,1043844.5138358407
2016-08-09,1046206.6821492903
2016-08-10,1045969.6732194548
2016-08-11,1046294.7810745033
2016-08-12,1047794.3846365147
2016-08-15,1048725.85094725
2016-08-16,1045259.629669481
2016-08-17,1046796.62105654
2016-08-18,1048044.3723185295
2016-08-19,1046254.5811768149
2016-08-22,1047345.6861388844
2016-08-23,1048298.7330927223
2016-08-24,1044847.1487813973
2016-08-25,1043498.86928607
2016-08-26,1042178.024817533
2016-08-29,1045048.0371477095
2016-08-30,1043490.9740814004
2016-08-31,1042210.4871862208
2016-09-01,1043809.4771074014
2016-09-02,1044404.012487197
2016-09-06,1050084.76116606
2016-09-07,1050382.3888124956
2016-09-08,1044349.275623514
2016-09-09,1025474.1429784015
2016-09-12,1035992.2542527519
2016-09-13,1027207.4669640467
2016-09-14,1030149.0806354949
2016-09-15,1038203.6262096035
2016-09-16,1038592.2572170978
2016-09-19,1035779.01331696
2016-09-20,1037489.2807225098
2016-09-21,1045228.7408620022
2016-09-22,1051650.7029170995
2016-09-23,1047855.4402773392
2016-09-26,1044271.0518535587
2016-09-27,1051029.545052742
2016-09-28,1052174.8046730636
2016-09-29,1047845.666592411
2016-09-30,1050642.2166055571
2016-10-03,1048314.6129771494
2016-10-04,1043130.2418513277
2016-10-05,1044060.9712006199
2016-10-06,1042291.4161058625
2016-10-07,1041168.6860613325
2016-10-10,1043236.3799408365
2016-10-11,1033962.2726557096
2016-10-12,1033980.2849575639
2016-10-13,1033004.3485798049
2016-10-14,1030150.639856467
2016-10-17,1030079.3013048306
2016-10-18,1036250.2810533365
2016-10-19,1036936.8823900154
2016-10-20,1036087.4346367168
2016-10-21,1038424.8977781878
2016-10-24,1043484.3171597365
2016-10-25,1042031.1736408578
2016-10-26,1036663.4785515723
2016-10-27,1031244.5869008531
2016-10-28,1027510.9117170804
2016-10-31,1028488.5511948259
2016-11-01,1023909.3479194039
2016-11-02,1020559.6735413951
2016-11-03,1014544.5240905713
2016-11-04,1014320.9468913072
2016-11-07,1026367.9696887536
2016-11-08,1028834.0145448529
2016-11-09,1025268.6730309565
2016-11-10,1014527.002884388
2016-11-11,1011921.7136113798
2016-11-14,1005145.175722856
2016-11-15,1013876.1787243856
2016-11-16,1017156.2810393387
2016-11-17,1018703.7345293937
2016-11-18,1014821.2825266818
2016-11-21,1021637.2524910748
2016-11-22,1023541.2497790504
2016-11-23,1019414.9388234519
2016-11-25,1021231.954164324
2016-11-28,1021614.2659487886
2016-11-29,1023937.2114378364
2016-11-30,1013955.8695366402
2016-12-01,1003859.7588903544
2016-12-02,1006204.4224652962
2016-12-05,1010975.4079045672
2016-12-06,1012962.1882702229
2016-12-07,1023350.872792248
2016-12-08,1023799.8929063971
2016-12-09,1027262.3267809587
2016-12-12,1025137.7290980375
2016-12-13,1032769.2227289475
2016-12-14,1026652.1967439633
2016-12-15,1027199.8907762782
2016-12-16,1025557.6425748996
2016-12-19,1029446.7960420802
2016-12-20,1031368.0014442153
2016-12-21,1030647.2930330979
2016-12-22,1028580.7268643881
2016-12-23,1029724.3789054023
2016-12-27,1032841.5019908486
2016-12-28,1027839.7198084748
2016-12-29,1028596.3332290046
2016-12-30,1023009.9874813562
2017-01-03,1029855.7255877812
2017-01-04,1034848.7712671057
2017-01-05,1038447.5136443347
2017-01-06,1043013.4958757673
2017-01-09,1044029.9831262687
2017-01-10,1045005.1574268036
2017-01-11,1047585.1748633347
2017-01-12,1046010.2886788856
2017-01-13,1048115.773842566
2017-01-17,1046349.9090969446
2017-01-18,1046798.3488130566
2017-01-19,1044432.4645966969
2017-01-20,1046972.8582594056
2017-01-23,1047354.2800374647
2017-01-24,1052250.8284152814
2017-01-25,1059357.2938780133
2017-01-26,1059633.979637696
2017-01-27,1060177.8535725821
2017-01-30,1053989.4527286647
2017-01-31,1053728.0449097794
2017-02-01,1056765.0862294268
2017-02-02,1056709.2756548526
2017-02-03,1060900.561451434
2017-02-06,1061740.3769984604
2017-02-07,1063828.279696549
2017-02-08,1065944.7718105114
2017-02-09,1068840.333973109
2017-02-10,1071871.358978485
2017-02-13,1076400.8551365174
2017-02-14,1078924.8457306516
2017-02-15,1083519.5916152303
2017-02-16,1083824.9341855622
2017-02-17,1087048.7465511698
2017-02-21,1091742.7026380883
2017-02-22,1091890.9309446537
2017-02-23,1090879.1484869306
2017-02-24,1093263.6351743578
2017-02-27,1093775.2592729963
2017-02-28,1091095.9200103218
2017-03-01,1100657.996363989
2017-03-02,1094969.1417660867
2017-03-03,1096307.322550334
2017-03-06,1093923.4282459652
2017-03-07,1091559.7900341225
2017-03-08,1090993.303385233
2017-03-09,1091305.5870706802
2017-03-10,1095190.9916769401
2017-03-13,1095735.5723007685
2017-03-14,1093160.3241798962
2017-03-15,1101446.6120254537
2017-03-16,1099800.684799351
2017-03-17,1099450.0215353877
2017-03-20,1099946.474520365
2017-03-21,1087850.4149694233
2017-03-22,1092477.7284008772
2017-03-23,1090597.261964782
2017-03-24,1091443.4855242465
2017-03-27,1092328.6756757237
2017-03-28,1097558.501462175
2017-03-29,1100784.246179705
2017-03-30,1102294.8518102407
2017-03-31,1101409.9064465493
2017-04-03,1102139.4326948375
2017-04-04,1103122.1497810208
2017-04-05,1100620.8492953153
2017-04-06,1101064.8815844783
2017-04-07,1100237.0349384795
2017-04-10,1100941.4068286489
2017-04-11,1101234.983807171
2017-04-12,1099487.5372036574
2017-04-13,1096880.6236211522
2017-04-17,1102735.9937336522
2017-04-18,1102863.9412009201
2017-04-19,1101465.7077441427
2017-04-20,1107689.7607558544
2017-04-21,1107140.0520369846
2017-04-24,1114915.1889715535
2017-04-25,1117821.2472860657
2017-04-26,1118100.934104871
2017-04-27,1120984.1545492979
2017-04-28,1121872.4169493183
2017-05-01,1126274.539976464
2017-05-02,1127328.0755600263
2017-05-03,1123456.4171044917
2017-05-04,1123003.2509997482
2017-05-05,1126962.665913909
2017-05-08,1127682.3409191747
2017-05-09,1128287.0563288773
2017-05-10,1129434.8304854033
2017-05-11,1128506.5675410314
2017-05-12,1129257.3395410103
2017-05-15,1133837.2094893085
2017-05-16,1136042.5437461117
2017-05-17,1116365.6036078031
2017-05-18,1121732.483531685
2017-05-19,1127552.8426274238
2017-05-22,1134721.2043533423
2017-05-23,1135527.3662111785
2017-05-24,1139508.4015813032
2017-05-25,1146079.1516976599
2017-05-26,1147935.5667788375
2017-05-30,1147606.6820473345
2017-05-31,1147777.0349323659
2017-06-01,1153931.3743808102
2017-06-02,1162404.83013823
2017-06-05,1162022.2227193161
2017-06-06,1159582.1494037085
2017-06-07,1161965.384555268
2017-06-08,1162002.0154873205
2017-06-09,1146901.1439792684
2017-06-12,1143850.7582530754
2017-06-13,1150626.460575629
2017-06-14,1147094.3888442775
2017-06-15,1143325.5875281643
2017-06-16,1141220.631740517
2017-06-19,1153095.4717242408
2017-06-20,1145280.5474222105
2017-06-21,1150561.7887329643
2017-06-22,1150571.3339485144
2017-06-23,1153663.9543552308
2017-06-26,1150533.9277297624
2017-06-27,1137313.6795860338
2017-06-28,1149264.9346226957
2017-06-29,1135094.1170240063
2017-06-30,1135934.1603434328
2017-07-03,1129509.6376569427
2017-07-05,1136077.3190306907
2017-07-06,1126703.5656868527
2017-07-07,1134260.4300017937
2017-07-10,1138318.9337063967
2017-07-11,1139525.5255430224
2017-07-12,1149815.7812925351
2017-07-13,1151614.3259852307
2017-07-14,1159029.173075459
2017-07-17,1159737.7515345449
2017-07-18,1164298.1746005255
2017-07-19,1170161.5993826299
2017-07-20,1171249.0338485949
2017-07-21,1171567.4444424922
2017-07-24,1173897.018665617
2017-07-25,1173441.8209052158
2017-07-26,1176123.3282906448
2017-07-27,1172207.9886327826
2017-07-28,1172027.415926769
2017-07-31,1169545.4849816444
2017-08-01,1171831.1166630075
2017-08-02,1173274.2666770064
2017-08-03,1170376.3077175433
2017-08-04,1171373.3137200973
2017-08-07,1175543.633437765
2017-08-08,1173668.532069926
2017-08-09,1174362.7960676192
2017-08-10,1156265.4523842486
2017-08-11,1161513.6318697538
2017-08-14,1172531.0949609305
2017-08-15,1171925.7085390696
2017-08-16,1174618.4709373822
2017-08-17,1155989.8975878616
2017-08-18,1154628.7008977209
2017-08-21,1154805.7581747756
2017-08-22,1167554.3633082367
2017-08-23,1164231.3934496061
2017-08-24,1161103.578459638
2017-08-25,1161646.2451503894
2017-08-28,1165116.29778086
2017-08-29,1167521.2711426471
2017-08-30,1176085.589955684
2017-08-31,1186273.4820119191
2017-09-01,1186468.8884263574
2017-09-05,1181068.3850243373
2017-09-06,1182983.7879145176
2017-09-07,1186505.2636925436
2017-09-08,1181076.857636423
2017-09-11,1188526.7869189477
2017-09-12,1191909.2504519683
2017-09-13,1191142.0452780752
2017-09-14,1188836.1590515394
2017-09-15,1190115.6374315901
2017-09-18,1188205.9797737089
2017-09-19,1190022.866394716
2017-09-20,1186699.9687096127
2017-09-21,1180552.8479005352
2017-09-22,1181144.591293653
2017-09-25,1176983.7483433872
2017-09-26,1176099.247887953
2017-09-27,1180376.7248589173
2017-09-28,1181124.8049470054
2017-09-29,1185270.7069821686
2017-10-02,1187050.6141376633
2017-10-03,1189369.964549156
2017-10-04,1190869.5176746377
2017-10-05,1198496.4716447045
2017-10-06,1199241.36336813
2017-10-09,1198810.1130950279
2017-10-10,1200947.5812709788
2017-10-11,1203803.7057201192
2017-10-12,1202129.9805780936
2017-10-13,1205845.6799993955
2017-10-16,1207511.2179338231
2017-10-17,1207677.561692125
2017-10-18,1207045.1118727888
2017-10-19,1205956.2299896316
2017-10-20,1209315.371928288
2017-10-23,1203881.3260278518
2017-10-24,1205221.970232324
2017-10-25,1200549.98638968
2017-10-26,1198404.0989048132
2017-10-27,1218806.5867878331
2017-10-30,1218284.4797729815
2017-10-31,1220673.1422215442
2017-11-01,1221655.617018916
2017-11-02,1220900.6533142992
2017-11-03,1227405.979389502
2017-11-06,1231182.3063085105
2017-11-07,1230671.869502794
2017-11-08,1234267.1753822528
2017-11-09,1229844.0469832816
2017-11-10,1228616.7904864927
2017-11-13,1229996.6792029615
2017-11-14,1226949.7661752084
2017-11-15,1221432.880992135
2017-11-16,1233045.5671472873
2017-11-17,1230780.8236485063
2017-11-20,1229714.6946969568
2017-11-21,1239495.3927216926
2017-11-22,1240831.7243776058
2017-11-24,1243840.9116056608
2017-11-27,1243833.4923479306
2017-11-28,1250882.9305403887
2017-11-29,1239846.78843625
2017-11-30,1248391.3451345677
2017-12-01,1245333.114574954
2017-12-04,1237739.6512430017
2017-12-05,1235215.3128986445
2017-12-06,1237567.784656225
2017-12-07,1239563.329361528
2017-12-08,1245043.0088429018
2017-12-11,1250562.324814921
2017-12-12,1250944.1758731906
2017-12-13,1253040.8313599033
2017-12-14,1250082.0118687276
2017-12-15,1261360.3470251432
2017-12-18,1270267.902723013
2017-12-19,1264767.267525102
2017-12-20,1264192.7947785258
2017-12-21,1265614.3128300665
2017-12-22,1265475.8273241872
2017-12-26,1262576.5431565612
2017-12-27,1263401.9363257366
2017-12-28,1265899.7077269147
2017-12-29,1261033.7495826033
2018-01-02,1276461.0223373002
2018-01-03,1285300.2424955806
2018-01-04,1289401.4130235778
2018-01-05,1298919.8241820217
2018-01-08,1302236.8837905484
2018-01-09,1302993.7362772669
2018-01-10,1301036.5538502217
2018-01-11,1309712.107839035
2018-01-12,1319434.4840194162
2018-01-16,1315920.524190286
2018-01-17,1326824.0550169977
2018-01-18,1325632.7057406632
2018-01-19,1330796.8966733497
2018-01-22,1342262.536692202
2018-01-23,1349182.936561021
2018-01-24,1346627.1381894273
2018-01-25,1345766.053274454
2018-01-26,1362053.158966944
2018-01-29,1354224.5709801596
2018-01-30,1342318.8735072673
2018-01-31,1346017.1114988162
2018-02-01,1334525.503605373
2018-02-02,1309884.1956079637
2018-02-05,1268867.294461892
2018-02-06,1292673.1525924779
2018-02-07,1278519.3623949047
2018-02-08,1234764.9174591692
2018-02-09,1249968.0995765878
2018-02-12,1268148.9058505464
2018-02-13,1273919.8546932663
2018-02-14,1289539.5100241182
2018-02-15,1308228.7673372899
2018-02-16,1305838.80381065
2018-02-20,1304797.9474146876
2018-02-21,1298326.7468458337
2018-02-22,1299295.979588152
2018-02-23,1321615.5995180632
2018-02-26,1335443.2346825884
2018-02-27,1321453.6777189288
2018-02-28,1315165.5116267516
2018-03-01,1299639.576189954
2018-03-02,1306485.057854799
2018-03-05,1317602.7233169007
2018-03-06,1322069.6210558496
2018-03-07,1323560.6600487654
2018-03-08,1330625.7501524135
2018-03-09,1349321.5552501073
2018-03-12,1354917.8749965748
2018-03-13,1342892.0747278223
2018-03-14,1343611.8344652979
2018-03-15,1342522.7978941703
2018-03-16,1339368.1540035135
2018-03-19,1317148.5734293435
2018-03-20,1319264.1497736124
2018-03-21,1315669.1281438416
2018-03-22,1291241.5371144009
2018-03-23,1264502.1535443936
2018-03-26,1298904.0557033913
2018-03-27,1270380.5011855469
2018-03-28,1260871.0670209948
2018-03-29,1279276.220303037
2018-04-02,1251259.4209238477
2018-04-03,1261110.6152709464
2018-04-04,1275503.2586530056
2018-04-05,1280088.3421386918
2018-04-06,1257024.3066807447
2018-04-09,1264095.2221822734
2018-04-10,1284681.0309403795
2018-04-11,1279702.2584986412
2018-04-12,1289396.629227569
2018-04-13,1285119.7310343764
2018-04-16,1293256.12727552
2018-04-17,1313731.5087374882
2018-04-18,1313710.022916694
2018-04-19,1302791.6342100473
2018-04-20,1285904.8383772476
2018-04-23,1283776.7248592249
2018-04-24,1262330.258803072
2018-04-25,1262234.9542019274
2018-04-26,1282640.9524719315
2018-04-27,1285184.082117491
2018-04-30,1277948.008837791
2018-05-01,1286588.5288757982
2018-05-02,1279972.399500771
2018-05-03,1280459.6836333636
2018-05-04,1298962.8563490387
2018-05-07,1306154.1211242073
2018-05-08,1305096.565278272
2018-05-09,1314832.5526303605
2018-05-10,1327563.6397378005
2018-05-11,1328085.5601227952
2018-05-14,1328309.303755978
2018-05-15,1314383.627389843
2018-05-16,1319903.636017143
2018-05-17,1315302.1565006443
2018-05-18,1312449.8412691809
2018-05-21,1318975.7042339416
2018-05-22,1316856.5688945036
2018-05-23,1326211.8651495697
2018-05-24,1327484.2441730634
2018-05-25,1329194.0918224328
2018-05-29,1327899.2111713318
2018-05-30,1335447.8393822557
2018-05-31,1333001.7251119372
2018-06-01,1347090.2810616987
2018-06-04,1354096.1696323554
2018-06-05,1357536.117898106
2018-06-06,1362564.9336795053
2018-06-07,1357887.065913099
2018-06-08,1357939.2149111826
2018-06-11,1360139.90702897
2018-06-12,1364967.7284637657
2018-06-13,1364050.9767316515
2018-06-14,1375375.2054813534
2018-06-15,1372025.7036339215
2018-06-18,1370766.4964744854
2018-06-19,1368765.7168131329
2018-06-20,1373058.8666835832
2018-06-21,1365227.302817744
2018-06-22,1363776.1755554879
2018-06-25,1341330.7638532226
2018-06-26,1345578.4684611892
2018-06-27,1334151.22703285
2018-06-28,1342737.9764370217
2018-06-29,1344571.6346608805
2018-07-02,1351083.2379361691
2018-07-03,1339443.4169315156
2018-07-05,1353847.598931477
2018-07-06,1371264.5519105913
2018-07-09,1383160.749962186
2018-07-10,1385467.9810708233
2018-07-11,1377593.3126821513
2018-07-12,1396988.2284739895
2018-07-13,1398168.3432266107
2018-07-16,1395474.3057969643
2018-07-17,1402772.2725661076
2018-07-18,1401936.2167983847
2018-07-19,1395770.5714653905
2018-07-20,1394735.9115128657
2018-07-23,1398153.5841918506
2018-07-24,1404303.6562784347
2018-07-25,1420870.1279611378
2018-07-26,1405635.0745510643
2018-07-27,1390119.1180582317
2018-07-30,1374786.4845794425
2018-07-31,1383967.2745207124
2018-08-01,1386524.6807583168
2018-08-02,1401327.4590871038
2018-08-03,1406212.8722090006
2018-08-06,1413369.2465435034
2018-08-07,1418319.3376090184
2018-08-08,1419229.2728871908
2018-08-09,1418017.3104821837
2018-08-10,1407647.4200312314
2018-08-13,1404787.468723431
2018-08-14,1413596.4211696642
2018-08-15,1398611.116042554
2018-08-16,1405523.3163093918
2018-08-17,1407451.304315521
2018-08-20,1407702.7380549507
2018-08-21,1412196.6893608924
2018-08-22,1415469.21935961
2018-08-23,1413495.0279251132
2018-08-24,1424952.1394360035
2018-08-27,1438230.9203150452
2018-08-28,1439824.2366388694
2018-08-29,1453252.4250343605
2018-08-30,1449533.5158694834
2018-08-31,1450756.695254061
2018-09-04,1445827.7206734007
2018-09-05,1432249.3996067801
2018-09-06,1422380.3281406108
2018-09-07,1417844.1428143457
2018-09-10,1421804.9344861628
2018-09-11,1430532.903593887
2018-09-12,1427908.9285280071
2018-09-13,1440714.9171017502
2018-09-14,1438055.8199127922
2018-09-17,1421825.3394849151
2018-09-18,1432127.2637845841
2018-09-19,1431945.9858176492
2018-09-20,1446224.1655414945
2018-09-21,1440608.3295008007
2018-09-24,1441530.9753989086
2018-09-25,1442335.3868196632
2018-09-26,1441486.486348452
2018-09-27,1450792.1111711825
2018-09-28,1450641.006657129
2018-10-01,1454327.6123226348
2018-10-02,1451896.6400248886
2018-10-03,1453189.8499721047
2018-10-04,1430888.261405998
2018-10-05,1416635.1426025818
2018-10-08,1410995.4107667892
2018-10-09,1413240.6405784835
2018-10-10,1356011.9173840815
2018-10-11,1334442.2823776223
2018-10-12,1364693.425400013
2018-10-15,1351200.6665655668
2018-10-16,1386615.5778729513
2018-10-17,1387058.0703261814
2018-10-18,1358849.5938703124
2018-10-19,1357775.320640842
2018-10-22,1360165.7195510324
2018-10-23,1354476.8854259264
2018-10-24,1298648.3974033243
2018-10-25,1335438.423060439
2018-10-26,1304526.0550844667
2018-10-29,1284356.123647785
2018-10-30,1304613.460181009
2018-10-31,1329165.7493848128
2018-11-01,1345411.530138315
2018-11-02,1328885.4928176284
2018-11-05,1329299.4266010062
2018-11-06,1338755.1600844779
2018-11-07,1375556.2147694544
2018-11-08,1368960.0793090176
2018-11-09,1349133.9285265743
2018-11-12,1313283.4566337494
2018-11-13,1313141.1868723608
2018-11-14,1303451.9873024742
2018-11-15,1322881.2775162326
2018-11-16,1321060.6712439207
2018-11-19,1284822.8932732795
2018-11-20,1261344.112827152
2018-11-21,1269054.9654783811
2018-11-23,1260090.8250600891
2018-11-26,1285869.7501759585
2018-11-27,1290198.2972873382
