,Dynamic,60_40,EqualWeight
2024-01-31,0.012176016891916941,6.934295820126835e-05,-5.6836127397486e-05
2024-02-29,0.03504611627592569,0.02110350886926149,0.009647227300193961
2024-03-31,0.0380453953874178,0.02247403426834471,0.024576128756781612
2024-04-30,-0.016272187259104287,-0.05057411106067644,-0.026465916521623334
2024-05-31,0.03767878826030624,0.04144997753110391,0.029983315629749763
2024-06-30,0.029223395868386293,0.02810202754804325,0.021928435831563675
2024-07-31,0.012287906382272062,0.02110886101954912,0.0203564420375828
2024-08-31,0.016682109898542352,0.021960365250437652,0.01613317459744934
2024-09-30,0.03409648222363848,0.020340991214271797,0.022991751874488653
2024-10-31,0.013528385943849974,-0.027684324472576405,-0.012142327500195615
2024-11-30,0.046529427731263784,0.04318349697962631,0.01848416159303401
2024-12-31,-0.006927592682186567,-0.040691170793758835,-0.02015761058604537
2025-01-31,0.022233099093944775,0.017589792399310467,0.021400497042435296
2025-02-28,-0.017949922106376026,0.014177007819691667,0.011205747218249629
2025-03-31,-0.034081019989507966,-0.03903312007070403,-0.00854383854315155
2025-04-30,0.013118040408994336,-0.015237223590849003,0.008821879385835452
2025-05-31,0.03653299690047529,0.023218878746837257,0.016752594859161363
2025-06-30,0.030415110278422253,0.041162354176208726,0.027594099035122
2025-07-31,0.01927005880405508,0.008940424639848565,0.0036250653483134165
2025-08-31,0.013200833012231517,0.012077316882600497,0.017313954715510782
2025-09-30,0.05566320891155452,0.03552715427513453,0.04122893587668752
2025-10-31,0.03825240275416952,0.01956151988905197,0.02154810831088394
2025-11-30,0.002061033362511955,0.0019106181571155734,0.00901890020596463
2025-12-31,0.003173719307420164,-0.010462463055425308,-0.002807920416860288
